price,location,property_type,bedrooms,bathrooms,area,road_access,facing,floor,parking,furnish_status
Rs. 3.27 Cr,"Nakhudole, Lalitpur",,5,3,1200 Sq. Ft.,14 Feet,South,3.5,1 Car  & 3 Bikes,Un-Furnished
Rs. 2.99 Cr,"Chasidol, Lalitpur",,3,7,3987 Sq. Ft.,20 Feet,East,3.5,2 Cars  & 2 Bikes,Full-Furnished
Rs. 1.6 Cr,"Tikathali, Lalitpur",,3,2,,11 Feet,South,1,1 Car  & 1 Bike,Un-Furnished
Rs. 2.5 Lac/m,"Kupandole, Lalitpur",,6,1,1000 Sq. Ft.,,,3.5,1 Car  & 5 Bikes,Un-Furnished
Rs. 2.75 Cr,"Tikathali, Lalitpur",,7,3,,20 Feet,North-East,2.5,,
Rs. 1.7 Cr,"Tikathali, Lalitpur",,7,3,,15 Feet,North-East,2.5,1 Car  & 2 Bikes,Un-Furnished
Rs. 3.3 Cr,"Shital Height, Lalitpur",,5,4,,13 Feet,East,3.5,1 Car  & 2 Bikes,Semi-Furnished
Rs. 5.75 Cr,"Shital Height, Lalitpur",,5,3,,13 Feet,South-East,3.5,1 Car  & 2 Bikes,Semi-Furnished
"Rs. 60,000 /m","Changathali, Lalitpur",,6,3,,26 Feet,North,3,2 Bikes,Un-Furnished
Rs. 2.25 Cr,"Ochu Height, Lalitpur",,6,3,,13 Feet,North,3.5,1 Car  & 2 Bikes,Semi-Furnished
Rs. 1.75 Cr,"Ochu Height, Lalitpur",,6,3,,13 Feet,North,3.5,1 Car  & 2 Bikes,Semi-Furnished
Rs. 3.25 Cr,"Shital Height, Lalitpur",,5,3,,13 Feet,North,3,1 Car  & 2 Bikes,Semi-Furnished
Rs. 4.99 Cr,"Shital Height, Lalitpur",,5,3,,13 Feet,North,3,1 Car  & 3 Bikes,Semi-Furnished
Rs. 8.75 Cr,"Hattigauda, Kathmandu",,5,3,,13 Feet,South-East,2.5,3 Cars  & 4 Bikes,Full-Furnished
Price on call,"New Baneshwor, Kathmandu",,15,7,4950 Sq. Ft.,18 Feet,South,3.5,10 Cars  & 9 Bikes,Un-Furnished
Rs. 6.7 Cr,"Bhaisepati, Lalitpur",,6,4,2800 Sq. Ft.,18 Feet,South-West,2.5,2 Cars  & 4 Bikes,Full-Furnished
Rs. 1.25 Lac/m,"Budhanilkantha, Kathmandu",,4,5,2500 Sq. Ft.,14 Feet,West,2.5,2 Cars  & 5 Bikes,Full-Furnished
Rs. 3.4 Cr,"Tikathali, Lalitpur",,5,3,,16 Feet,South,3,1 Car  & 2 Bikes,Semi-Furnished
Rs. 3.65 Cr,"Shital Height, Lalitpur",,6,4,,13 Feet,North,3,1 Car  & 3 Bikes,Semi-Furnished
Rs. 4.15 Cr,"New Baneshwor, Kathmandu",,3,4,,11 Feet,North-East,3.5,1 Car  & 6 Bikes,Full-Furnished
Rs. 2.8 Cr,"Imadol, Lalitpur",,7,5,,13 Feet,East,2.5,1 Car  & 2 Bikes,Semi-Furnished
Rs. 5.25 Cr,"Bhaisepati, Lalitpur",,6,5,3200 Sq. Ft.,16 Feet,North-West,2.5,2 Cars  & 3 Bikes,Full-Furnished
Rs. 4.15 Cr,"Shital Height, Lalitpur",,6,5,3200 Sq. Ft.,17 Feet,South-West,3.5,1 Car  & 2 Bikes,Full-Furnished
Rs. 3.95 Cr,"Bojepokhari, Lalitpur",,6,5,3400 Sq. Ft.,13 Feet,East,3.5,1 Car  & 2 Bikes,Full-Furnished
Rs. 4.5 Cr,"Imadol, Lalitpur",,6,5,3000 Sq. Ft.,13 Feet,East,3.5,2 Cars  & 4 Bikes,Full-Furnished
Rs. 3.25 Cr,"Imadol, Lalitpur",,5,5,2314 Sq. Ft.,13 Feet,North,3.5,1 Car  & 2 Bikes,Full-Furnished
Rs. 4.7 Cr,"Bhangal , Kathmandu",,6,3,1200 Sq. Ft.,13 Feet,South,3,1 Car  & 2 Bikes,Semi-Furnished
Rs. 3.5 Cr,"Phutung, Kathmandu",,6,3,1200 Sq. Ft.,13 Feet,North-East,3,1 Car  & 5 Bikes,Semi-Furnished
Rs. 2.55 Cr,"Megha City, Kathmandu",,6,3,1200 Sq. Ft.,13 Feet,East,3,1 Car  & 2 Bikes,Un-Furnished
Rs. 5 Lac/m,"Gorkarneshwor, Kathmandu",,7,3,12000 Sq. Ft.,,,3.5,2 Cars  & 5 Bikes,Un-Furnished
Rs. 1.45 Cr,"Thankot, Kathmandu",,3,,,16 Feet,South-East,1.5,,
Rs. 1.55 Cr,"Mulpani, Kathmandu",,3,,,13 Feet,South-West,1,,Semi-Furnished
Rs. 1.25 Lac/m,"Narayanthan , Kathmandu",,5,4,2500 Sq. Ft.,14 Feet,South-East,2.5,2 Cars  & 2 Bikes,Full-Furnished
Rs. 2.9 Cr,"Lamatar, Lalitpur",,5,4,1435 Sq. Ft.,16 Feet,East,2.5,1 Car  & 5 Bikes,Full-Furnished
Rs. 1.7 Lac/m,"Satungal, Kathmandu",,,4,,20 Feet,West,4.5,2 Cars  & 4 Bikes,Un-Furnished
Rs. 3.2 Cr,"Chunikhel, Kathmandu",,6,3,1200 Sq. Ft.,13 Feet,East,3,1 Car  & 2 Bikes,Semi-Furnished
Rs. 4.4 Cr,"Suryadarshan Height, Kathmandu",,7,3,1200 Sq. Ft.,16 Feet,North-West,3,1 Car  & 2 Bikes,Un-Furnished
Rs. 2.3 Cr,"Balkot, Bhaktapur",,6,5,2800 Sq. Ft.,13 Feet,South-East,3,1 Car  & 5 Bikes,Semi-Furnished
Rs. 4.65 Cr,"Bhaisepati, Lalitpur",,6,5,2800 Sq. Ft.,13 Feet,East,3.5,1 Car  & 5 Bikes,Semi-Furnished
Rs. 1 Lac/m,"Kirtipur, Kathmandu",,3,3,,,,3.5,2 Cars  & 3 Bikes,Full-Furnished
Rs. 8 Cr,"Hattiban, Lalitpur",,10,9,,18 Feet,South-East,3.5,,
Rs. 4.5 Cr,"Chyasundole, Kathmandu",,7,3,1200 Sq. Ft.,14 Feet,South,3,2 Cars  & 4 Bikes,Semi-Furnished
Rs. 2.75 Cr,"Manamaiju, Kathmandu",,7,3,1200 Sq. Ft.,13 Feet,East,3,1 Car  & 2 Bikes,Un-Furnished
Rs. 3.3 Cr,"Hattigauda, Kathmandu",,8,3,1000 Sq. Ft.,13 Feet,East,3,1 Car  & 3 Bikes,Semi-Furnished
Rs. 3.65 Cr,"Shital Height, Lalitpur",,6,4,,13 Feet,East,3,1 Car  & 2 Bikes,Full-Furnished
Rs. 4.65 Cr,"Shital Height, Lalitpur",,6,4,,13 Feet,East,3,1 Car  & 2 Bikes,Full-Furnished
Rs. 2.99 Cr,"Chunikhel, Kathmandu",,6,,,13 Feet,East,2,1 Car  & 3 Bikes,Semi-Furnished
Rs. 4.45 Cr,"Chunikhel, Kathmandu",,7,6,,13 Feet,South-East,2,2 Cars  & 3 Bikes,Semi-Furnished
Rs. 2.45 Cr,"Tikathali, Lalitpur",,5,3,,13 Feet,West,3,1 Car  & 2 Bikes,Un-Furnished
Rs. 3 Lac/m,"Mid Baneshwor, Kathmandu",,5,2,,,,2,2 Cars  & 6 Bikes,Un-Furnished
Rs. 6.7 Cr,"Bhaisepati, Lalitpur",,4,4,2600 Sq. Ft.,18 Feet,South-West,2.5,1 Car  & 3 Bikes,Full-Furnished
Rs. 2.85 Cr,"Tikathali, Lalitpur",,6,4,,13 Feet,North-West,3,1 Car  & 2 Bikes,Semi-Furnished
Rs. 5 Lac/m,"Jawalakhel, Lalitpur",,4,2,,,,3.5,2 Cars  & 5 Bikes,Un-Furnished
Rs. 2.6 Cr,"Tikathali, Lalitpur",,5,4,,13 Feet,West,3,1 Car  & 2 Bikes,Semi-Furnished
Rs. 1 Lac/m,"Lalitpur, Lalitpur",,4,4,1000 Sq. Ft.,15 Feet,South,2.5,2 Cars  & 5 Bikes,Semi-Furnished
Rs. 2.9 Cr,"Balkot, Bhaktapur",,5,3,,20 Feet,East,2.5,1 Car  & 3 Bikes,Un-Furnished
Rs. 1.8 Cr,"Bhatkepati, Kathmandu",,4,,,13 Feet,North-East,2,,
Rs. 1.1 Lac/m,"Bhaisepati, Lalitpur",,6,2,,13 Feet,South,2,1 Car  & 2 Bikes,Semi-Furnished
Rs. 3.75 Cr,"Imadol, Lalitpur",,6,4,,13 Feet,North-East,3,1 Car  & 2 Bikes,Full-Furnished
Rs. 2.4 Cr,"Maitrinagar, Kathmandu",,10,,,13 Feet,North,4,1 Car,Semi-Furnished
Rs. 3 Cr,"Balkot, Bhaktapur",,14,7,,10 Feet,North,3.5,1 Car  & 2 Bikes,Semi-Furnished
Rs. 6.75 Cr,"Imadol, Lalitpur",,7,8,,13 Feet,East,2,4 Cars  & 6 Bikes,Semi-Furnished
Rs. 5.1 Cr,"Samakhusi, Kathmandu",,6,2,1200 Sq. Ft.,14 Feet,South,3.5,2 Cars  & 5 Bikes,Semi-Furnished
Rs. 4.5 Cr,"Sanagaun, Lalitpur",,6,5,,13 Feet,North-East,3,2 Cars  & 3 Bikes,Semi-Furnished
Rs. 1.5 Lac/m,"Changathali, Lalitpur",,3,8,,18 Feet,South-West,4,5 Cars  & 5 Bikes,Un-Furnished
Price on call,"Lubhu, Lalitpur",,3,2,,5 Feet,East,2,1 Bike,Semi-Furnished
Rs. 2.2 Cr,"Sai Baba Chowk, Kathmandu",,6,1,1200 Sq. Ft.,13 Feet,East,3,1 Car  & 2 Bikes,Semi-Furnished
Rs. 2.4 Cr,"Balkot, Bhaktapur",,5,4,2700 Sq. Ft.,14 Feet,South-East,2.5,1 Car  & 5 Bikes,Semi-Furnished
Rs. 3.15 Cr,"Tikathali, Lalitpur",,5,4,,16 Feet,South-East,,1 Car  & 2 Bikes,Semi-Furnished
Rs. 5.79 Cr,"Bishalnagar, Kathmandu",,5,2,1200 Sq. Ft.,13 Feet,East,3.5,2 Cars  & 2 Bikes,Un-Furnished
Rs. 3.65 Cr,"Bhangal , Kathmandu",,6,5,2700 Sq. Ft.,13 Feet,North,3.5,2 Cars  & 4 Bikes,Semi-Furnished
Rs. 2.3 Cr,"Sirutar, Bhaktapur",,6,4,2700 Sq. Ft.,10 Feet,North-East,3,1 Car  & 5 Bikes,Semi-Furnished
Rs. 2.9 Cr,"Tikathali, Lalitpur",,6,4,,13 Feet,North,3.5,1 Car  & 2 Bikes,Semi-Furnished
Rs. 13 Cr,"Budhanilkantha, Kathmandu",,5,3,,13 Feet,West,2.5,1 Car  & 2 Bikes,Full-Furnished
Rs. 3.5 Cr,"Imadol, Lalitpur",,6,4,999 Sq. Ft.,11 Feet,North,3,1 Car  & 2 Bikes,Un-Furnished
Rs. 3.75 Cr,"Rajkulo, Lalitpur",,6,5,2800 Sq. Ft.,20 Feet,East,3.5,2 Cars  & 5 Bikes,Full-Furnished
Rs. 3 Cr,"Lubhu, Lalitpur",,6,6,2700 Sq. Ft.,13 Feet,North-East,3.5,1 Car  & 5 Bikes,Semi-Furnished
Rs. 3.75 Cr,"Bhangal , Kathmandu",,7,3,1000 Sq. Ft.,13 Feet,South,3.5,1 Car  & 2 Bikes,Full-Furnished
Rs. 2.35 Cr,"Megha City, Kathmandu",,5,3,1000 Sq. Ft.,20 Feet,South-East,2.5,1 Car  & 2 Bikes,Full-Furnished
Rs. 4.25 Cr,"Pasikot, Kathmandu",,7,4,,13 Feet,East,2.5,1 Car  & 2 Bikes,Semi-Furnished
Rs. 3.15 Cr,"Tikathali, Lalitpur",,5,3,,13 Feet,South-West,2.5,1 Car  & 2 Bikes,Semi-Furnished
Price on call,"Tikathali, Lalitpur",,5,3,,13 Feet,West,3.5,1 Car  & 3 Bikes,Semi-Furnished
Price on call,"Tikathali, Lalitpur",,6,4,,13 Feet,West,3.5,2 Cars  & 3 Bikes,Semi-Furnished
Rs. 3.2 Cr,"Tikathali, Lalitpur",,6,4,,13 Feet,North,4.5,1 Car  & 2 Bikes,Semi-Furnished
Rs. 5.6 Cr,"Handigaun, Kathmandu",,7,3,1200 Sq. Ft.,20 Feet,South,3,1 Car  & 2 Bikes,Un-Furnished
Rs. 5.25 Cr,"Chandol, Kathmandu",,14,4,1200 Sq. Ft.,24 Feet,South,3,1 Car  & 2 Bikes,Un-Furnished
Rs. 2.9 Cr,"Kapan, Kathmandu",,7,,,13 Feet,South-East,2.5,1 Car  & 2 Bikes,Semi-Furnished
Rs. 2.9 Cr,"Lamatar, Lalitpur",,5,3,,13 Feet,South,2.5,1 Car  & 2 Bikes,Semi-Furnished
Rs. 3.2 Cr,"Imadol, Lalitpur",,6,4,,13 Feet,East,3.5,1 Car  & 3 Bikes,Semi-Furnished
Rs. 2.2 Cr,"Sitapakha, Lalitpur",,4,3,,13 Feet,North,3.5,1 Car  & 2 Bikes,Un-Furnished
Rs. 2.2 Cr,"Sitapakha, Lalitpur",,4,3,,13 Feet,South,2.5,1 Car  & 2 Bikes,Semi-Furnished
Rs. 1.7 Cr,"Lubhu, Lalitpur",,2,1,1232 Sq. Ft.,16 Feet,West,1.5,1 Car  & 1 Bike,Semi-Furnished
Rs. 2.75 Cr,"Bhandari Marg, Lalitpur",,6,3,,14 Feet,North,3,1 Car  & 3 Bikes,Semi-Furnished
Rs. 1.45 Cr,"Lubhu, Lalitpur",,2,2,,13 Feet,West,1,3 Bikes,Semi-Furnished
"Rs. 60,000 /m","Imadol, Lalitpur",,4,3,,13 Feet,South,3,1 Car  & 2 Bikes,Full-Furnished
Rs. 2.4 Cr,"Chunikhel, Kathmandu",,4,3,,13 Feet,North,2.5,1 Car  & 2 Bikes,Semi-Furnished
Rs. 2.8 Cr,"Tikathali, Lalitpur",,6,4,,13 Feet,South-West,3,1 Car  & 3 Bikes,Semi-Furnished
Rs. 2.9 Cr,"Tikathali, Lalitpur",,8,5,2655 Sq. Ft.,13 Feet,North,3.5,1 Car  & 3 Bikes,Semi-Furnished
Rs. 2.9 Cr,"Tikathali, Lalitpur",,8,5,2655 Sq. Ft.,13 Feet,North,3.5,1 Car  & 3 Bikes,Semi-Furnished
Rs. 2.3 Cr,"Lubhu, Lalitpur",,5,3,1977 Sq. Ft.,13 Feet,North,2.5,1 Car  & 2 Bikes,Semi-Furnished
Rs. 43.5 Cr,"Chapali, Kathmandu",,6,3,1200 Sq. Ft.,13 Feet,West,3,1 Car  & 1 Bike,Semi-Furnished
Rs. 5.25 Cr,"Bhangal , Kathmandu",,6,3,1200 Sq. Ft.,16 Feet,East,3,1 Car  & 3 Bikes,Semi-Furnished
Rs. 38.5 Cr,"Chapali, Kathmandu",,4,1,1200 Sq. Ft.,13 Feet,South,3,1 Car  & 1 Bike,Semi-Furnished
Rs. 15 Cr,"Italitar, Kathmandu",,5,3,,13 Feet,South-West,3.5,3 Cars  & 4 Bikes,Full-Furnished
Rs. 2.75 Cr,"Balkot, Bhaktapur",,6,4,,13 Feet,West,3,1 Car  & 2 Bikes,Semi-Furnished
Rs. 3.9 Cr,"Shital Height, Lalitpur",,5,5,2780 Sq. Ft.,12 Feet,West,3.5,1 Car  & 2 Bikes,Full-Furnished
Rs. 11 Cr,"Budhanilkantha, Kathmandu",,5,3,,13 Feet,North-East,2.5,3 Cars  & 2 Bikes,Full-Furnished
Rs. 6.75 Cr,"Kapan, Kathmandu",,6,,,26 Feet,South-East,2.5,2 Cars,
Rs. 3.35 Cr,"Makalbari, Kathmandu",,8,5,,14 Feet,East,4,1 Car  & 5 Bikes,Semi-Furnished
Rs. 4.2 Cr,"Baneshwor, Kathmandu",,6,4,,13 Feet,East,3,1 Car  & 2 Bikes,Un-Furnished
Rs. 3.25 Cr,"Baneshwor, Kathmandu",,8,4,,13 Feet,South,4,1 Car  & 2 Bikes,Un-Furnished
Rs. 4.25 Cr,"Lalitpur, Lalitpur",,14,6,,13 Feet,North-West,3,1 Car  & 4 Bikes,Semi-Furnished
Price on call,"Mulpani, Kathmandu",,3,3,1000 Sq. Ft.,16 Feet,North,3.5,1 Car  & 3 Bikes,Semi-Furnished
Rs. 6.75 Cr,"Jorpati, Kathmandu",,15,,,20 Feet,North-East,4,2 Cars  & 6 Bikes,Full-Furnished
Rs. 3.59 Cr,"Imadol, Lalitpur",,6,4,,13 Feet,East,3,1 Car  & 2 Bikes,Semi-Furnished
Rs. 6.5 Cr,"Dhaneshwor, Kathmandu",,5,,,15 Feet,South,2,3 Cars  & 4 Bikes,Semi-Furnished
Rs. 2.75 Cr,"Bhaisepati, Lalitpur",,5,3,,13 Feet,East,2,1 Car  & 2 Bikes,Semi-Furnished
Rs. 3.25 Cr,"Harisiddhi, Lalitpur",,7,2,1050 Sq. Ft.,19 Feet,,2.5,2 Cars  & 3 Bikes,Un-Furnished
Rs. 3.15 Cr,"Baniyatar, Kathmandu",,8,4,,13 Feet,West,3.5,1 Car  & 2 Bikes,
Rs. 3.8 Cr,"Tikathali, Lalitpur",,6,4,,13 Feet,North,4.5,1 Car  & 2 Bikes,Semi-Furnished
Rs. 2.35 Cr,"Lubhu, Lalitpur",,8,3,1050 Sq. Ft.,20 Feet,North-East,2.5,1 Car  & 3 Bikes,Un-Furnished
Rs. 2.8 Cr,"Sanagaun, Lalitpur",,5,4,2123 Sq. Ft.,13 Feet,North,3,1 Car  & 3 Bikes,Semi-Furnished
Rs. 2.7 Cr,"Shital Height, Lalitpur",,4,4,2123 Sq. Ft.,16 Feet,North,3,1 Car  & 3 Bikes,Full-Furnished
Rs. 2.3 Cr,"Sanagaun, Lalitpur",,6,4,2112 Sq. Ft.,13 Feet,South-East,2.5,1 Car  & 2 Bikes,Semi-Furnished
Rs. 3 Cr,"Lubhu, Lalitpur",,6,4,2800 Sq. Ft.,13 Feet,North-East,3.5,1 Car  & 3 Bikes,Semi-Furnished
Rs. 2.35 Cr,"Lubhu, Lalitpur",,6,4,2800 Sq. Ft.,16 Feet,East,3.5,1 Car  & 3 Bikes,Semi-Furnished
Rs. 5.3 Cr,"Imadol, Lalitpur",,5,4,2105 Sq. Ft.,20 Feet,South,2.5,1 Car  & 3 Bikes,Full-Furnished
Rs. 3.5 Cr,"Tikathali, Lalitpur",,5,4,2805 Sq. Ft.,13 Feet,West,3.5,1 Car  & 3 Bikes,Full-Furnished
Rs. 2.2 Cr,"Sitapakha, Lalitpur",,4,2,,13 Feet,South,2.5,1 Car  & 2 Bikes,Semi-Furnished
Rs. 3 Cr,"Bhaisepati, Lalitpur",,4,3,,22 Feet,South-East,3.5,2 Cars  & 3 Bikes,Semi-Furnished
Rs. 3.9 Cr,"Tikathali, Lalitpur",,6,4,,20 Feet,South-West,4,1 Car  & 2 Bikes,Full-Furnished
Rs. 3.45 Cr,"Chunikhel, Kathmandu",,6,3,1200 Sq. Ft.,14 Feet,North-East,3,1 Car  & 2 Bikes,Semi-Furnished
Rs. 3.5 Cr,"Bhaisepati, Lalitpur",,6,4,,13 Feet,South,3.5,1 Car  & 2 Bikes,Semi-Furnished
Rs. 1.6 Cr,"Lubhu, Lalitpur",,2,1,,20 Feet,West,1,1 Car  & 2 Bikes,Un-Furnished
Rs. 3.05 Cr,"Sudal, Bhaktapur",,7,5,3000 Sq. Ft.,20 Feet,South,3.5,1 Car  & 5 Bikes,Full-Furnished
Rs. 2.9 Cr,"Makalbari, Kathmandu",,5,,,13 Feet,East,2,1 Car  & 5 Bikes,
Rs. 2.35 Cr,"Lubhu, Lalitpur",,6,4,,20 Feet,North,3.5,1 Car  & 2 Bikes,Semi-Furnished
Rs. 4.8 Cr,"Ochu Height, Lalitpur",,6,5,,20 Feet,East,3.5,2 Cars  & 3 Bikes,Full-Furnished
Rs. 2.9 Cr,"Shital Height, Lalitpur",,6,3,,20 Feet,West,3,2 Cars  & 3 Bikes,Full-Furnished
Rs. 3.25 Cr,"Shital Height, Lalitpur",,6,4,,20 Feet,East,3,1 Car  & 2 Bikes,Full-Furnished
Rs. 3 Cr,"Shital Height, Lalitpur",,6,4,,20 Feet,East,3,1 Car  & 2 Bikes,Semi-Furnished
Rs. 2.75 Cr,"Shital Height, Lalitpur",,6,4,,20 Feet,East,3,1 Car  & 2 Bikes,Semi-Furnished
Rs. 3.05 Cr,"Jorpati, Kathmandu",,6,,,13 Feet,North,2,1 Car  & 2 Bikes,Semi-Furnished
Rs. 3.25 Cr,"Sirutar, Bhaktapur",,5,3,,16 Feet,South,2.5,1 Car  & 2 Bikes,Semi-Furnished
Rs. 3.2 Cr,"Jorpati, Kathmandu",,5,,,13 Feet,East,3,1 Car  & 3 Bikes,Semi-Furnished
Rs. 2.99 Cr,"Ganesh Chowk, Kathmandu",,6,3,1200 Sq. Ft.,14 Feet,South,3,1 Car  & 2 Bikes,Semi-Furnished
Rs. 1.9 Cr,"Manamaiju, Kathmandu",,3,1,1000 Sq. Ft.,,West,1.5,1 Car  & 1 Bike,Un-Furnished
Rs. 4.25 Cr,"Imadol, Lalitpur",,7,,,13 Feet,South,3,2 Cars  & 3 Bikes,Semi-Furnished
Rs. 7.75 Cr,"Ganesh Chowk, Kathmandu",,5,2,1500 Sq. Ft.,15 Feet,South-East,3,3 Cars  & 5 Bikes,Semi-Furnished
Rs. 3.6 Cr,"Boharatar, Kathmandu",,7,5,,12 Feet,North-East,3.5,,
Rs. 2.25 Cr,"Tikathali, Lalitpur",,5,3,,13 Feet,South,3,1 Car  & 2 Bikes,Semi-Furnished
Rs. 4.5 Cr,"Sitapaila, Kathmandu",,5,7,,15 Feet,,4,,
Rs. 4.75 Cr,"Ochu Height, Lalitpur",,7,,,13 Feet,North-East,3,2 Cars  & 4 Bikes,Semi-Furnished
Rs. 5.25 Cr,"Ochu Height, Lalitpur",,7,7,,13 Feet,South,3,,Semi-Furnished
Rs. 4.2 Cr,"Tikathali, Lalitpur",,9,6,,10 Feet,West,3,1 Car  & 2 Bikes,Semi-Furnished
"Rs. 75,000 /m","Maitrinagar, Kathmandu",,3,4,,20 Feet,South,2,2 Bikes,Full-Furnished
Rs. 2.6 Cr,"Imadol, Lalitpur",,6,4,,13 Feet,South,3,1 Car  & 2 Bikes,Semi-Furnished
Rs. 2.9 Cr,"Gothatar, Kathmandu",,6,4,,13 Feet,East,2,1 Car,
Rs. 3.1 Cr,"Gothatar, Kathmandu",,5,5,,13 Feet,East,2,1 Car,
Rs. 4.5 Cr,"Mandikhatar, Kathmandu",,6,3,1500 Sq. Ft.,16 Feet,South,3,1 Car  & 2 Bikes,Un-Furnished
Rs. 3.9 Cr,"Imadol, Lalitpur",,5,3,,13 Feet,South-West,4,1 Car  & 2 Bikes,Semi-Furnished
Price on call,"Ranibari, Kathmandu",,6,,,12 Feet,West,3.5,2 Cars  & 4 Bikes,Semi-Furnished
Rs. 3.3 Cr,"Tikathali, Lalitpur",,7,4,,13 Feet,South-East,3,1 Car  & 2 Bikes,Semi-Furnished
Rs. 2.3 Cr,"Lasuntar, Kathmandu",,5,3,,13 Feet,East,2.5,1 Car  & 1 Bike,Semi-Furnished
Rs. 2.5 Cr,"Lambagar, Kathmandu",,7,3,,13 Feet,North,3.5,,
Rs. 3.65 Cr,"Lasuntar, Kathmandu",,6,4,,14 Feet,West,2,1 Car  & 2 Bikes,Semi-Furnished
Rs. 3.05 Cr,"Imadol, Lalitpur",,6,3,,13 Feet,West,3,1 Car  & 2 Bikes,Semi-Furnished
Rs. 2.85 Cr,"Tikathali, Lalitpur",,6,4,,13 Feet,West,3,1 Car  & 2 Bikes,Semi-Furnished
Rs. 1.9 Cr,"Imadol, Lalitpur",,4,2,2200 Sq. Ft.,13 Feet,North,2.5,1 Car  & 5 Bikes,Semi-Furnished
Rs. 8.3 Cr,"Chhauni, Kathmandu",,5,6,,16 Feet,,3,4 Cars  & 6 Bikes,Full-Furnished
"Rs. 45,000 /m","Hattiban, Lalitpur",,3,1,,20 Feet,South,2,,Semi-Furnished
Rs. 5.25 Cr,"Ochu Height, Lalitpur",,6,5,2900 Sq. Ft.,13 Feet,South,3,3 Cars  & 5 Bikes,Full-Furnished
Rs. 4.25 Cr,"Ochu Height, Lalitpur",,6,5,3455 Sq. Ft.,13 Feet,South,3.5,1 Car  & 3 Bikes,Full-Furnished
Rs. 7.5 Lac/m,"Buddhanagar, Kathmandu",,,2,6500 Sq. Ft.,,North,3,8 Cars  & 9 Bikes,Un-Furnished
Rs. 3.1 Cr,"Shital Height, Lalitpur",,6,4,,13 Feet,West,3,1 Car  & 2 Bikes,Semi-Furnished
Rs. 2.85 Cr,"Imadol, Lalitpur",,5,4,,13 Feet,South,2.5,,
Rs. 3.1 Cr,"Imadol, Lalitpur",,5,4,12 Sq. Ft.,,East,3,,
Rs. 2.5 Cr,"Imadol, Lalitpur",,5,4,,13 Feet,East,2.5,,Semi-Furnished
Rs. 4.2 Cr,"Pepsicola, Kathmandu",,6,4,,20 Feet,East,3.5,1 Car  & 2 Bikes,Semi-Furnished
Rs. 1.6 Cr,"Tikathali, Lalitpur",,2,1,,20 Feet,North-East,1,,
Rs. 2.5 Cr,"Tikathali, Lalitpur",,7,4,,20 Feet,North,3,1 Car  & 2 Bikes,Semi-Furnished
Rs. 1.4 Cr,"Tikathali, Lalitpur",,1,1,,10 Feet,South,1,,Un-Furnished
Rs. 5.25 Cr,"Ochu Height, Lalitpur",,,,,,,,,
Rs. 2.6 Cr,"Tikathali, Lalitpur",,6,4,,13 Feet,West,3,1 Car  & 2 Bikes,Semi-Furnished
Rs. 1.75 Lac/m,"Dhobighat, Lalitpur",,5,3,,20 Feet,East,2.5,1 Car  & 2 Bikes,Semi-Furnished
Rs. 2.25 Cr,"Siddhipur, Lalitpur",,5,2,,13 Feet,South,2.5,1 Car  & 2 Bikes,
Rs. 1.6 Cr,"Sanagaun, Lalitpur",,3,2,,13 Feet,South,1.5,1 Car  & 2 Bikes,Semi-Furnished
Rs. 1.6 Cr,"Sanagaun, Lalitpur",,2,1,,10 Feet,North,1,,
Rs. 3.1 Cr,"Suryadarshan Height, Kathmandu",,7,3,1200 Sq. Ft.,13 Feet,South-West,3,1 Car  & 2 Bikes,Un-Furnished
Rs. 2.55 Cr,"Imadol, Lalitpur",,6,3,,13 Feet,North,2.5,,
Rs. 2.5 Cr,"Tikathali, Lalitpur",,4,3,,13 Feet,South-East,2.5,3 Cars  & 2 Bikes,Semi-Furnished
Rs. 1.15 Lac/m,"Balkumari, Lalitpur",,4,2,,20 Feet,South,2,1 Car  & 2 Bikes,Full-Furnished
Rs. 4.9 Cr,"Shital Height, Lalitpur",,6,,2900 Sq. Ft.,13 Feet,North-East,3.5,2 Cars  & 5 Bikes,Full-Furnished
Rs. 90 Lac/aana,"Old Baneshwor, Kathmandu",,,,,20 Feet,North,2.5,,
Rs. 4 Cr,"Bode, Bhaktapur",,6,6,2800 Sq. Ft.,20 Feet,East,3.5,1 Car  & 5 Bikes,Semi-Furnished
Rs. 2.75 Cr,"Imadol, Lalitpur",,6,4,,13 Feet,South,3,1 Car  & 2 Bikes,Full-Furnished
Rs. 3.65 Cr,"Rajkulo, Lalitpur",,6,4,3100 Sq. Ft.,26 Feet,East,3.5,1 Car  & 2 Bikes,Full-Furnished
Rs. 3.25 Cr,"Shital Height, Lalitpur",,5,5,,13 Feet,East,3,1 Car  & 2 Bikes,Semi-Furnished
Rs. 2.35 Cr,"Tikathali, Lalitpur",,5,5,,14 Feet,West,3,1 Car  & 2 Bikes,
Rs. 2.55 Cr,"Bhandari Marg, Lalitpur",,5,4,13 Sq. Ft.,13 Feet,North,3,1 Car  & 2 Bikes,
Rs. 3.25 Cr,"Hattiban, Lalitpur",,7,6,2946 Sq. Ft.,20 Feet,South,3.5,2 Cars  & 2 Bikes,Full-Furnished
Rs. 4.35 Cr,"Shital Height, Lalitpur",,5,5,2890 Sq. Ft.,13 Feet,South-West,3.5,1 Car  & 3 Bikes,Full-Furnished
Rs. 5 Cr,"Tahachal, Kathmandu",,4,4,,20 Feet,East,2.5,3 Cars,
